Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,99,32,2664,386,878,.440,108,316,.342,278,562,.495,.501,184,264,.697,104,283,387,317,95,29,141,215,1064
5 seasons,,CHI,NBA,,75,32,2065,293,672,.436,77,233,.330,216,439,.492,.493,155,217,.714,87,219,306,265,68,23,106,158,818
3 seasons,,MIL,NBA,,14,0,342,57,113,.504,20,49,.408,37,64,.578,.593,19,30,.633,10,34,44,35,17,3,20,31,153
1 season,,PHI,NBA,,10,0,257,36,93,.387,11,34,.324,25,59,.424,.446,10,17,.588,7,30,37,17,10,3,15,26,93
