Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2007-08,20,MEM,NBA,PG,53,46,1381,6.9,16.1,.428,1.1,3.3,.330,5.8,12.8,.453,3.3,4.5,.732,0.8,4.3,5.1,8.1,1.6,0.1,3.2,3.1,18.2,,103,113
2008-09,21,MEM,NBA,PG,82,61,2508,6.9,15.5,.442,1.9,4.6,.406,5.0,10.9,.458,3.4,4.2,.817,0.5,5.3,5.9,7.5,1.9,0.2,3.0,3.1,19.0,,109,111
2009-10,22,MEM,NBA,PG,80,80,2569,7.4,16.6,.445,1.6,4.2,.387,5.7,12.3,.464,2.8,3.7,.743,0.6,3.2,3.8,8.5,2.2,0.2,3.4,3.6,19.2,,108,112
2010-11,23,MEM,NBA,PG,81,81,2872,7.7,17.3,.444,1.5,3.9,.369,6.2,13.4,.466,3.3,4.5,.733,0.6,3.9,4.5,9.6,2.6,0.3,3.2,3.3,20.1,,108,107
2011-12,24,MEM,NBA,PG,62,61,2174,7.2,16.6,.433,1.5,3.9,.377,5.7,12.8,.450,3.3,3.8,.861,0.5,3.3,3.8,9.8,3.3,0.3,3.0,3.2,19.2,,110,102
2012-13,25,MEM,NBA,PG,80,80,2757,8.2,18.5,.440,2.1,5.8,.362,6.1,12.7,.476,4.6,5.6,.830,0.8,3.6,4.4,9.6,3.4,0.5,3.7,3.4,23.0,,111,100
2013-14,26,MEM,NBA,PG,73,73,2446,10.1,22.5,.450,2.3,6.4,.361,7.8,16.1,.484,4.9,6.0,.815,0.9,3.8,4.7,9.6,2.4,0.3,3.3,3.1,27.4,,113,106
2014-15,27,MEM,NBA,PG,70,70,2225,9.2,20.7,.446,2.5,6.5,.386,6.7,14.2,.473,5.0,5.8,.859,0.7,4.2,4.9,8.8,2.1,0.3,3.7,3.3,26.0,,110,104
2015-16,28,MEM,NBA,PG,56,56,1761,8.6,20.3,.422,2.3,6.3,.363,6.3,14.1,.449,5.6,6.7,.834,0.8,4.0,4.8,10.0,2.0,0.5,2.5,2.9,25.0,,115,110
2016-17,29,MEM,NBA,PG,40,39,1296,10.2,23.0,.443,3.8,9.3,.406,6.4,13.6,.468,6.4,7.5,.856,0.9,5.1,6.0,9.8,2.1,0.5,3.6,2.8,30.6,,117,107
