Season,Team,Lg,Salary
2011-12,Cleveland Cavaliers,NBA,"$3,726,600"
2012-13,Cleveland Cavaliers,NBA,"$4,006,080"
2013-14,Cleveland Cavaliers,NBA,"$4,062,000"
2014-15,Cleveland Cavaliers,NBA,"$5,138,430"
2015-16,Cleveland Cavaliers,NBA,"$14,260,870"
