Player,Sim,1,2,3,4,5
Tristan Thompson,,8.7,6.8,5.7,5.2,1.1
Wally Szczerbiak,94.3,8.7,7.4,6.2,5.2,1.6
Alex English,91.3,8.3,7.0,5.3,4.0,1.2
Curtis Rowe,91.2,8.3,6.2,6.1,5.2,2.3
Sidney Wicks,90.2,9.7,7.1,5.6,5.6,2.3
Rudy LaRusso,89.9,8.8,6.9,5.5,5.4,3.9
Mark Aguirre,89.9,9.0,7.2,6.9,4.7,1.9
Sean Elliott,89.8,8.8,8.4,6.1,4.6,1.4
Udonis Haslem,89.7,9.2,7.0,5.1,4.8,2.5
Julian Hammond,89.0,6.7,6.6,5.7,5.1,0.8
Danny Manning,88.9,9.8,7.9,5.3,5.2,0.7
