Player,Sim,1,2,3,4,5
Jeffery Taylor,,1.2,0.3,-0.2,,
Zarko Cabarkapa,81.9,1.3,0.3,-0.4,,
Glenn McDonald,81.0,1.1,0.2,-0.2,,
Roy Rogers,76.0,1.4,0.4,-0.1,,
C.J. Kupec,70.3,1.5,0.5,-0.2,,
Stephen Howard,66.3,1.3,0.2,0.1,0.0,
Kenny Dennard,66.0,1.1,0.3,0.1,,
Winston Bennett,65.2,1.1,0.3,0.2,,
Jim Tucker,64.6,1.0,0.3,0.0,,
Walter Piatkowski,64.2,1.2,0.8,-0.2,,
Dwayne Jones,63.1,1.2,0.1,0.1,0.0,0.0
