Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,8,4,119,5.7,11.9,.481,0.4,1.8,.250,5.3,10.2,.522,5.3,5.7,.923,0.0,6.6,6.6,4.9,1.3,0.0,3.5,3.5,17.2,,105,113
1 season,,BOS,NBA,,4,4,104,5.5,11.6,.478,0.5,2.0,.250,5.0,9.6,.526,4.5,4.5,1.000,0.0,6.0,6.0,4.5,1.0,0.0,4.0,3.5,16.1,,100,113
1 season,,MIL,NBA,,4,0,15,7.2,14.5,.500,0.0,0.0,,7.2,14.5,.500,10.8,14.5,.750,0.0,10.8,10.8,7.2,3.6,0.0,0.0,3.6,25.3,,140,114
