Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1997-98,23,POR,NBA,C,74,1007,13.3,.496,.013,.546,10.9,17.9,14.6,3.6,1.5,6.8,13.4,14.7,,0.7,2.0,2.7,.129,,-3.5,3.2,-0.3,0.4
1998-99,24,POR,NBA,C,43,545,14.5,.476,.008,.519,10.8,20.6,15.9,5.7,2.3,7.7,14.6,15.6,,0.2,1.4,1.6,.144,,-3.1,5.3,2.2,0.6
1999-00,25,HOU,NBA,C,65,1581,15.9,.574,.010,.517,7.4,19.9,13.8,2.7,1.1,5.1,12.6,15.7,,2.3,2.0,4.2,.128,,-2.1,1.2,-1.0,0.4
2000-01,26,HOU,NBA,C,35,624,13.0,.606,.000,.514,8.9,17.0,13.1,2.8,1.1,3.4,15.5,11.9,,1.0,0.7,1.7,.128,,-1.4,0.8,-0.6,0.2
2001-02,27,HOU,NBA,C,75,1917,15.0,.599,.003,.595,10.4,21.1,15.7,2.5,1.1,3.4,11.4,11.2,,3.6,1.7,5.3,.133,,-1.2,0.7,-0.6,0.7
2002-03,28,HOU,NBA,C,73,1247,15.5,.535,.016,.484,12.5,26.7,19.8,2.6,1.6,4.9,15.3,13.6,,1.3,2.5,3.8,.145,,-2.8,1.8,-1.0,0.3
2003-04,29,HOU,NBA,PF,69,1743,13.2,.495,.000,.394,10.9,20.5,16.0,6.9,1.6,4.2,16.6,13.9,,1.1,3.5,4.6,.127,,-2.6,3.8,1.2,1.4
2004-05,30,ORL,NBA,C,62,1525,14.9,.600,.000,.481,7.6,22.7,15.3,3.9,1.8,3.8,15.1,12.1,,2.1,2.2,4.3,.137,,-1.5,2.2,0.7,1.0
2005-06,31,TOT,NBA,C,27,333,9.3,.493,.000,.417,7.6,18.0,12.9,1.9,1.0,2.8,15.3,16.7,,0.0,0.4,0.3,.045,,-5.2,-1.3,-6.5,-0.4
2005-06,31,ORL,NBA,C,23,299,9.4,.503,.000,.486,8.1,17.7,13.0,1.1,1.1,2.6,15.5,16.4,,0.0,0.3,0.3,.052,,-4.9,-1.5,-6.4,-0.3
2005-06,31,DET,NBA,C,4,34,7.7,.417,.000,.000,3.5,21.2,12.2,9.7,0.0,4.3,14.3,19.6,,-0.1,0.1,0.0,-0.013,,-7.9,0.5,-7.4,0.0
2006-07,32,NYK,NBA,C,18,95,12.3,.403,.000,.545,15.2,23.5,19.4,0.0,1.7,8.4,18.0,15.9,,-0.1,0.2,0.1,.036,,-8.1,-0.2,-8.3,-0.2
