Player,Sim,1,2,3
Alando Tucker,,0.2,0.1,0.0
Easy Parham,86.8,0.3,0.1,0.0
Jackie Robinson,75.0,0.2,0.1,0.0
David Thirdkill,66.0,0.3,0.0,0.0
Scooter McCray,52.1,0.3,0.1,0.0
Adrian Caldwell,49.6,0.4,0.1,0.0
Mouhamed Sene,48.8,0.2,0.2,0.0
Doug Edwards,47.1,0.2,0.1,0.0
Jacky Dorsey,43.9,0.2,0.2,-0.1
Victor Claver,43.9,0.2,0.1,-0.1
Pops Mensah-Bonsu,42.6,0.3,0.0,0.0
