Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,26,0,278,3.8,8.0,.468,0.0,0.3,.000,3.8,7.8,.483,2.8,4.9,.579,4.9,8.2,13.1,1.8,0.4,1.4,1.8,5.4,10.4
2 seasons,,MEM,NBA,,15,0,73,3.9,10.8,.364,0.0,0.0,,3.9,10.8,.364,1.5,2.5,.600,5.9,6.9,12.8,0.0,0.5,2.0,2.0,4.4,9.4
1 season,,POR,NBA,,11,0,205,3.7,7.0,.525,0.0,0.4,.000,3.7,6.7,.553,3.3,5.8,.576,4.6,8.6,13.2,2.5,0.4,1.2,1.8,5.8,10.7
