Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,25,MEM,NBA,PF,1,0,14:13,0,3,.000,0,0,,0,0,,6,12,1,0,0,1,1,0
2008-09,28,LAL,NBA,C,1,0,16:55,5,7,.714,0,0,,4,4,1.000,2,8,1,1,1,0,2,14
2009-10,29,LAL,NBA,C,1,0,20:18,5,9,.556,0,0,,3,3,1.000,2,6,0,1,0,0,3,13
2010-11,30,LAL,NBA,C,1,0,24:22,8,13,.615,0,1,.000,1,2,.500,6,7,2,0,2,1,3,17
2014-15,34,CHI,NBA,PF,1,1,25:44,5,7,.714,0,0,,0,0,,4,12,2,1,1,0,0,10
2015-16,35,CHI,NBA,C,1,0,14:31,3,7,.429,0,1,.000,3,4,.750,1,7,1,1,0,1,2,9
