Win Shares
2008-09 NBA 13.9 (4th)
2009-10 NBA 11.0 (7th)
2010-11 NBA 14.7 (2nd)
2011-12 NBA 8.3 (10th)
2014-15 NBA 10.4 (9th)
Active 134.2 (5th)
Career NBA 134.2 (32nd)
Career 134.2 (35th)
