Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,1094,38231,21.5,.565,.020,.405,8.6,21.6,15.2,16.6,0.8,3.5,12.5,23.5,,85.1,49.1,134.2,.168,,1.6,2.0,3.5,53.2
7 seasons,,MEM,NBA,,476,16904,21.6,.566,.011,.482,8.2,19.8,14.0,16.4,0.8,3.8,13.5,24.9,,35.7,18.2,53.8,.153,,1.6,1.6,3.2,22.0
7 seasons,,LAL,NBA,,429,15326,21.4,.574,.014,.362,9.3,21.2,15.4,16.5,0.8,2.9,11.6,21.9,,38.5,20.7,59.2,.185,,1.9,2.1,4.0,23.2
2 seasons,,CHI,NBA,,150,4972,22.2,.540,.044,.305,8.3,28.1,18.4,17.8,0.7,4.3,11.7,24.7,,9.2,8.3,17.5,.169,,0.6,2.7,3.3,6.7
1 season,,SAS,NBA,,39,1029,18.9,.558,.118,.277,6.7,26.8,17.1,16.0,0.8,3.6,10.7,20.2,,1.7,1.9,3.6,.167,,0.2,3.0,3.2,1.4
