Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,23,MEM,NBA,PF,4,134,,,,54%,46%,-16.9,-0.7,3,2,0,3,,0,0,26,5,0,5
2004-05,24,MEM,NBA,PF,4,133,,,,39%,61%,-4.0,25.3,3,3,1,4,,0,0,23,7,2,9
2005-06,25,MEM,NBA,PF,4,158,,,,69%,31%,-14.8,8.4,6,3,2,4,,1,0,29,12,1,5
2007-08,27,LAL,NBA,C,21,836,,,,,100%,4.7,14.0,20,19,5,39,,2,0,188,38,6,23
2008-09,28,LAL,NBA,C,23,931,,,,26%,74%,8.9,6.8,20,16,8,32,,3,0,134,54,12,18
2009-10,29,LAL,NBA,C,23,913,,,,43%,57%,4.9,5.2,17,13,14,30,,4,0,190,61,11,26
2010-11,30,LAL,NBA,C,10,358,,,,57%,43%,2.8,15.7,4,9,4,14,0,2,0,86,18,3,9
2011-12,31,LAL,NBA,PF,12,444,,,,96%,4%,-5.7,-4.3,11,6,3,16,0,1,0,97,11,3,13
2012-13,32,LAL,NBA,PF,4,146,,,,50%,50%,-16.8,15.3,8,4,1,3,0,0,1,59,7,3,4
2014-15,34,CHI,NBA,PF,10,317,,,,55%,45%,9.1,6.0,12,6,3,6,2,2,0,72,15,4,5
