Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,23,MEM,NBA,PF,4,4,33.5,7.0,12.3,.571,0.0,0.0,,7.0,12.3,.571,.571,4.5,5.0,.900,1.0,4.0,5.0,2.5,1.0,1.5,1.3,2.5,18.5
2004-05,24,MEM,NBA,PF,4,4,33.3,9.8,20.0,.488,0.3,0.3,1.000,9.5,19.8,.481,.494,1.5,3.0,.500,3.8,3.8,7.5,2.5,0.5,1.8,1.8,3.0,21.3
2005-06,25,MEM,NBA,PF,4,4,39.5,7.3,16.8,.433,0.0,0.3,.000,7.3,16.5,.439,.433,5.8,7.5,.767,1.0,5.8,6.8,3.0,0.5,1.3,2.8,2.8,20.3
2007-08,27,LAL,NBA,C,21,21,39.8,6.7,12.7,.530,0.0,0.0,,6.7,12.7,.530,.530,3.4,5.0,.692,2.6,6.7,9.3,4.0,0.5,1.9,2.1,2.9,16.9
2008-09,28,LAL,NBA,C,23,23,40.5,7.0,12.0,.580,0.0,0.0,,7.0,12.0,.580,.580,4.3,6.1,.714,3.0,7.9,10.8,2.5,0.8,2.0,1.9,3.0,18.3
2009-10,29,LAL,NBA,C,23,23,39.7,7.2,13.3,.539,0.0,0.1,.000,7.2,13.2,.545,.539,5.2,6.9,.759,4.0,7.1,11.1,3.5,0.4,2.1,1.9,2.7,19.6
2010-11,30,LAL,NBA,C,10,10,35.8,4.7,11.2,.420,0.1,0.2,.500,4.6,11.0,.418,.424,3.6,4.5,.800,3.2,4.6,7.8,3.8,0.4,1.7,1.7,3.3,13.1
2011-12,31,LAL,NBA,PF,12,12,37.0,5.2,11.9,.434,0.2,0.4,.400,5.0,11.5,.435,.441,2.0,2.4,.828,3.2,6.3,9.5,3.7,0.5,2.1,1.7,3.0,12.5
2012-13,32,LAL,NBA,PF,4,4,36.5,6.3,13.0,.481,0.0,0.0,,6.3,13.0,.481,.481,1.5,2.8,.545,1.8,9.8,11.5,6.5,0.5,0.8,3.3,1.0,14.0
2014-15,34,CHI,NBA,PF,10,10,31.7,5.6,11.5,.487,0.0,0.4,.000,5.6,11.1,.505,.487,3.2,4.2,.762,1.7,7.7,9.4,3.1,0.5,2.1,2.1,1.8,14.4
