Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2007-08,20,LSU,31,,212,486,90,239,94,115,,174,42,43,10,68,,608,.436,.377,.817,,19.6,5.6,1.4
2008-09,21,LSU,35,,256,542,78,201,149,200,,192,75,56,13,64,,739,.472,.388,.745,,21.1,5.5,2.1
