Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,24,NJN,NBA,PF,20,20,749,129,304,.424,2,9,.222,127,295,.431,.428,76,110,.691,30,86,116,57,24,25,52,86,336
2002-03,25,NJN,NBA,PF,20,20,777,149,329,.453,1,11,.091,148,318,.465,.454,79,114,.693,50,137,187,57,29,31,58,92,378
2003-04,26,NJN,NBA,PF,11,11,409,81,152,.533,0,4,.000,81,148,.547,.533,48,64,.750,25,96,121,12,13,14,32,50,210
2004-05,27,DEN,NBA,PF,5,5,164,27,58,.466,0,1,.000,27,57,.474,.466,8,13,.615,7,21,28,6,5,5,7,22,62
2005-06,28,DEN,NBA,PF,2,0,35,4,13,.308,0,0,,4,13,.308,.308,1,2,.500,6,3,9,1,4,2,3,5,9
2007-08,30,DEN,NBA,PF,4,4,118,15,34,.441,0,0,,15,34,.441,.441,5,8,.625,13,12,25,5,4,2,9,20,35
2008-09,31,DEN,NBA,PF,16,16,538,75,151,.497,1,5,.200,74,146,.507,.500,23,35,.657,24,70,94,34,18,14,26,60,174
2009-10,32,DEN,NBA,PF,6,6,205,24,50,.480,0,1,.000,24,49,.490,.480,12,19,.632,14,36,50,8,9,7,11,27,60
2010-11,33,DEN,NBA,PF,5,5,148,24,50,.480,0,0,,24,50,.480,.480,11,18,.611,6,33,39,8,2,2,7,18,59
2011-12,34,LAC,NBA,PF,11,0,193,22,42,.524,0,0,,22,42,.524,.524,5,8,.625,11,24,35,3,4,19,4,36,49
2012-13,35,NYK,NBA,C,12,1,253,29,50,.580,0,0,,29,50,.580,.580,11,20,.550,16,38,54,11,9,17,8,42,69
