Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,24,MIA,NBA,C,8,45,,,,,100%,-42.1,-46.9,3,1,1,5,,0,,0,1,0,1
2006-07,25,MIA,NBA,C,28,203,,,,2%,98%,-5.4,-4.9,1,4,6,13,,0,,13,8,2,5
2007-08,26,MIA,NBA,C,46,889,,,,3%,97%,-12.5,-3.9,15,18,15,58,,8,,66,46,9,22
2009-10,28,NYK,NBA,C,7,232,,,,,100%,+1.4,+5.5,1,6,4,16,,1,,21,15,1,7
2010-11,29,TOT,NBA,C,21,305,,,,3%,97%,-7.0,-7.1,3,6,7,0,,0,,26,0,4,9
2010-11,29,PHO,NBA,C,12,183,,,,5%,95%,-0.1,+0.8,3,4,4,16,,2,,9,9,2,7
2010-11,29,MIL,NBA,C,7,85,,,,,100%,-2.7,-1.8,0,1,1,6,,0,,9,2,2,1
2010-11,29,POR,NBA,C,2,37,,,,,100%,-49.1,-51.2,0,1,2,0,,2,,8,1,0,1
2011-12,30,GSW,NBA,C,2,9,,,,,100%,-11.8,-8.2,0,0,0,3,,0,,0,0,0,0
2012-13,31,TOT,NBA,C,12,159,,,,,100%,-8.1,-9.0,4,2,5,0,,0,0,12,0,1,2
2012-13,31,WAS,NBA,C,11,122,,,,,100%,-11.7,-9.0,3,2,5,9,,4,1,7,3,1,2
2012-13,31,NYK,NBA,C,1,37,,,,,100%,+4.4,-0.1,1,0,0,0,,0,0,5,1,0,0
2014-15,33,PHO,NBA,C,16,143,,,,,100%,-19.1,-18.7,2,2,1,11,3,1,0,12,6,0,2
