Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,23,TOR,NBA,C,27,255,,,,13%,87%,+1.7,+3.5,3,3,4,28,,1,,5,12,2,13
2005-06,24,TOR,NBA,C,42,590,,,7%,15%,77%,-11.8,-9.7,4,6,20,60,,8,,16,28,7,19
2006-07,25,TOR,NBA,C,7,34,,,,,100%,-41.8,-43.4,0,1,0,1,,0,,4,4,2,2
