Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997-98,21,UTA,NBA,PG,8,0,23,9.4,21.9,.429,0.0,4.7,.000,9.4,17.2,.545,0.0,0.0,,1.6,1.6,3.1,6.3,3.1,0.0,1.6,1.6,18.8
1998-99,22,LAC,NBA,PG,25,6,524,4.1,10.3,.400,1.0,3.2,.319,3.1,7.1,.437,2.3,2.6,.895,1.0,2.7,3.8,6.3,0.8,0.1,2.6,1.9,11.6
1999-00,23,LAC,NBA,PG,62,38,1592,4.6,12.2,.377,1.4,4.4,.311,3.3,7.9,.414,1.7,2.1,.811,0.6,2.7,3.3,5.5,1.0,0.0,2.4,1.5,12.3
2000-01,24,ORL,NBA,PG,75,7,1008,4.5,13.3,.336,0.8,3.9,.202,3.7,9.4,.392,3.0,3.7,.817,1.4,2.4,3.7,5.8,1.3,0.1,3.3,2.9,12.7
2001-02,25,ORL,NBA,PG,81,4,1854,6.9,15.8,.434,1.3,3.6,.353,5.6,12.2,.459,3.4,3.9,.876,0.6,2.2,2.8,5.0,1.1,0.1,3.2,2.3,18.4
2002-03,26,MIN,NBA,PG,79,74,2600,5.7,13.2,.428,1.3,3.7,.365,4.3,9.6,.452,2.9,3.2,.900,0.6,2.0,2.5,6.3,0.8,0.1,2.5,2.2,15.5
2003-04,27,MIN,NBA,PG,29,1,503,5.7,14.8,.386,2.2,5.5,.403,3.5,9.3,.377,1.9,2.4,.818,0.3,2.2,2.5,5.0,0.5,0.0,2.4,2.3,15.6
2004-05,28,MIN,NBA,PG,79,32,1729,5.5,13.8,.401,1.9,5.4,.345,3.7,8.5,.436,1.5,1.9,.778,0.4,1.8,2.2,5.9,0.6,0.1,2.4,2.5,14.4
2005-06,29,MIN,NBA,PG,36,0,800,5.7,15.0,.381,1.8,4.5,.396,3.9,10.4,.375,2.2,2.3,.923,0.4,1.6,2.0,4.8,0.5,0.2,1.8,2.5,15.4
2006-07,30,MIN,NBA,PG,34,6,554,4.8,12.7,.379,1.8,5.2,.350,3.0,7.5,.400,1.7,2.1,.813,0.5,2.6,3.1,4.7,0.9,0.1,2.6,1.5,13.1
2007-08,31,GSW,NBA,PG,9,0,93,3.5,12.0,.290,1.5,4.6,.333,1.9,7.4,.263,2.3,2.3,1.000,0.0,2.7,2.7,3.5,1.2,0.0,2.7,1.5,10.8
