Player,Sim,1,2,3,4,5,6
Henry Sims,,2.1,2.1,0.4,0.0,,
Hasheem Thabeet,88.8,2.2,2.0,0.3,0.3,0.0,
Ed Kalafat,85.3,2.6,2.1,0.7,,,
Dewayne Dedmon,83.6,2.4,1.7,0.6,,,
Jeff Withey,81.8,2.3,1.8,0.8,,,
Gene Conley,81.5,2.8,2.1,0.4,0.0,0.0,-0.1
Howie Schultz,77.0,3.0,2.0,0.6,,,
George Nostrand,74.6,2.0,2.0,1.3,0.4,,
Bob Christian,71.8,2.4,1.9,0.9,0.5,0.0,
Irv Rothenberg,67.4,2.3,1.6,-0.2,,,
Pete Cross,66.4,2.6,1.8,-0.2,,,
