Season,Team,Lg,Salary
2010-11,Los Angeles Clippers,NBA,"$1,485,000"
2011-12,Los Angeles Clippers,NBA,"$1,596,360"
2012-13,Los Angeles Clippers,NBA,"$1,707,720"
2013-14,Phoenix Suns,NBA,"$2,626,473"
2014-15,Phoenix Suns,NBA,"$12,173,913"
2015-16,Phoenix Suns,NBA,"$13,086,957"
