Player,Sim,1,2,3,4,5,6
Eric Bledsoe,,7.0,4.1,3.7,2.5,0.3,0.2
Ted McClain,87.5,7.0,4.2,4.1,2.7,2.0,-0.1
Johnny Dawkins,86.9,6.4,4.3,3.6,2.0,1.0,0.6
Reggie Jackson,86.8,6.9,4.9,4.9,2.5,0.1,
Jim Cleamons,85.5,7.1,5.5,3.8,2.6,1.7,0.1
Bob Donham,85.1,6.1,4.5,3.8,3.5,,
J.R. Smith,84.9,5.8,3.7,3.7,2.7,1.2,0.2
Bobby Phills,84.6,7.1,5.0,4.0,3.5,-0.1,-0.1
Charlie Ward,83.9,7.1,5.5,3.6,3.1,1.0,-0.2
Eric Murdock,83.8,7.2,6.1,4.3,2.5,0.6,0.3
Kevin Grevey,83.3,5.8,4.4,3.4,3.3,0.7,0.1
