Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2011-12,22,LAC,NBA,PG,11,0,189,10.6,18.0,.587,0.9,2.0,.429,9.7,16.0,.607,2.9,4.6,.625,3.4,4.0,7.4,6.6,3.7,1.1,4.3,6.6,24.9,,114,105
2012-13,23,LAC,NBA,PG,6,0,97,8.4,16.9,.500,0.6,5.1,.111,7.9,11.8,.667,4.5,6.7,.667,1.1,7.3,8.4,10.1,1.1,1.7,2.8,5.6,21.9,,116,113
