Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,260,72,3824,510,947,.539,0,0,,510,947,.539,.539,180,367,.490,285,636,921,135,75,193,245,521,1200
3 seasons,,SEA,NBA,,154,46,2220,296,517,.573,0,0,,296,517,.573,.573,107,226,.473,173,336,509,85,44,115,130,310,699
1 season,,TOR,NBA,,67,25,1367,194,395,.491,0,0,,194,395,.491,.491,69,126,.548,95,260,355,43,28,60,96,162,457
1 season,,LAL,NBA,,21,0,104,12,21,.571,0,0,,12,21,.571,.571,2,8,.250,8,17,25,7,0,5,8,14,26
1 season,,ATL,NBA,,10,0,88,7,13,.538,0,0,,7,13,.538,.538,1,5,.200,7,14,21,0,3,8,6,24,15
1 season,,DEN,NBA,,6,1,33,1,1,1.000,0,0,,1,1,1.000,1.000,1,2,.500,1,6,7,0,0,5,4,7,3
1 season,,CLE,NBA,,2,0,12,0,0,,0,0,,0,0,,,0,0,,1,3,4,0,0,0,1,4,0
