Player,Sim,1,2,3,4
Harrison Barnes,,6.7,4.9,3.2,2.8
Hedo Turkoglu,94.6,6.7,5.2,2.8,2.6
Dick Schnittker,93.4,6.2,5.3,3.5,2.8
Andres Nocioni,92.7,6.7,4.1,3.3,2.5
Nicolas Batum,92.5,6.6,4.8,3.7,3.5
Joe Smith,92.0,6.8,4.4,3.7,2.6
Charles Oakley,91.8,6.7,5.7,3.5,3.3
Darnell Hillman,91.3,6.2,4.4,3.3,3.2
Ernie Vandeweghe,90.2,7.1,4.8,3.9,2.1
Larry Smith,89.5,6.1,5.2,4.0,3.1
Greg Smith,89.5,6.8,5.5,4.5,2.7
