Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,445,35,7640,3.8,9.6,.401,0.5,1.9,.286,3.3,7.7,.430,2.5,3.3,.740,1.0,3.1,4.1,5.8,1.5,0.1,2.5,2.3,10.7
7 seasons,,HOU,NBA,,341,35,6461,3.9,9.5,.408,0.5,1.8,.283,3.4,7.7,.438,2.5,3.3,.752,1.0,3.1,4.1,5.9,1.4,0.1,2.4,2.0,10.7
2 seasons,,NYK,NBA,,68,0,767,4.0,10.5,.381,0.6,2.2,.255,3.4,8.3,.415,2.5,3.2,.783,0.8,2.8,3.6,5.0,2.1,0.2,2.8,3.6,11.1
1 season,,NOK,NBA,,16,0,183,3.9,9.2,.426,0.8,1.8,.444,3.1,7.5,.421,3.1,4.9,.640,0.6,3.3,3.9,4.1,1.2,0.0,3.3,3.5,11.8
1 season,,SEA,NBA,,12,0,140,3.3,10.3,.325,1.5,3.9,.400,1.8,6.4,.280,1.5,4.1,.375,1.0,4.1,5.1,6.2,1.8,0.0,4.1,4.4,9.8
1 season,,VAN,NBA,,8,0,89,1.6,8.9,.182,0.8,4.0,.200,0.8,4.9,.167,0.8,2.0,.400,1.2,3.6,4.9,9.3,1.6,0.0,2.0,2.0,4.9
