Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,25,DET,NBA,SG,1,0,14:00,4,7,.571,0,0,,0,0,,0,1,2,0,0,1,2,8
2000-01,26,DET,NBA,SG,1,0,15:00,3,8,.375,1,1,1.000,0,2,.000,2,2,2,0,0,0,1,7
