Turnovers
1995-96 NBA 252 (10th)
1996-97 NBA 316 (3rd)
1999-00 NBA 311 (1st)
2000-01 NBA 326 (1st)
2001-02 NBA 266 (4th)
Career NBA 2641 (41st)
Career 2641 (46th)
