Player,Sim,1,2,3,4
Thomas Robinson,,1.6,1.5,0.6,-0.1
Andrew Nicholson,92.6,1.7,1.6,0.6,0.1
Jan Vesely,91.7,1.7,1.6,0.7,
Charles Pittman,86.9,1.7,1.5,0.9,0.1
Joel Freeland,83.7,1.6,1.4,0.2,
Hank Whitney,80.9,1.8,1.1,0.5,
Mickael Gelabale,78.6,1.5,1.3,0.2,
Sam Pellom,78.4,2.2,1.8,0.7,0.0
Keith Lee,77.9,1.9,1.1,0.8,
Tom Workman,77.3,1.4,1.3,0.4,0.1
Mike Muscala,77.1,1.9,1.6,0.2,
