Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,509,12192,.454,7.5,.995,.385,.231,.232,.147,.005,.456,.594,.374,.369,.363,.000,.687,.078,279,,.053,.000,2,0
5 seasons,,MEM,NBA,,336,8883,.458,7.3,.994,.401,.229,.214,.150,.006,.461,.590,.388,.359,.375,.000,.705,.084,223,,.000,,2,0
3 seasons,,ATL,NBA,,151,3171,.445,7.8,.998,.338,.243,.281,.136,.002,.446,.614,.341,.391,.328,.000,.631,.059,54,,.500,.000,0,0
1 season,,CLE,NBA,,17,125,.370,9.1,1.000,.370,.074,.296,.259,.000,.370,.500,.000,.375,.286,,.700,.074,2,,,,0,0
1 season,,SAC,NBA,,5,13,.250,6.8,1.000,.500,.000,.500,.000,.000,.250,.500,,.000,,,1.000,.000,0,,,,0,0
