Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,629,13579,,,22%,46%,32%,-0.1,+2.9,270,194,210,582,0,112,0,1860,404,103,266
6 seasons,,NYK,NBA,,299,6596,,,21%,32%,46%,-0.7,+3.3,129,78,91,365,0,58,0,824,205,43,110
4 seasons,,WAS,NBA,,256,6163,,,26%,61%,13%,+0.4,+3.2,130,106,105,297,0,63,0,935,244,52,133
1 season,,POR,NBA,,38,350,,,,73%,27%,+2.6,+6.8,6,2,9,31,0,8,0,35,9,1,10
2 seasons,,HOU,NBA,,36,470,,,,22%,78%,+0.3,-0.1,5,8,5,44,0,1,0,66,21,7,13
