Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2002-03,21,WAS,NBA,SF,20,292,.476,7.5,.905,.540,.159,.063,.143,.095,.474,.559,.400,.250,.333,.500,.556,.111,7,1.000,.167,.000,0,0
2003-04,22,WAS,NBA,PF,82,1913,.377,8.3,.936,.407,.235,.126,.168,.064,.392,.571,.236,.237,.291,.167,.494,.070,31,.800,.133,.000,0,0
2004-05,23,WAS,NBA,SF,77,2007,.468,6.8,.882,.507,.249,.058,.069,.118,.488,.627,.333,.280,.200,.314,.465,.104,43,.750,.235,.333,0,0
2005-06,24,WAS,NBA,PF,77,1951,.451,8.6,.880,.482,.166,.051,.181,.120,.468,.605,.319,.286,.293,.320,.497,.120,48,1.000,.280,.357,1,0
2006-07,25,NYK,NBA,SF,55,1307,.461,8.0,.903,.515,.146,.049,.194,.097,.500,.642,.200,.200,.425,.100,.538,.107,20,1.000,.600,.167,1,0
2007-08,26,NYK,NBA,SF,73,1325,.400,8.2,.907,.552,.093,.026,.237,.093,.424,.510,.320,.143,.297,.160,.596,.070,18,1.000,.320,.125,1,0
2008-09,27,NYK,NBA,SF,56,1310,.440,7.0,.956,.590,.073,.051,.242,.044,.456,.559,.150,.071,.379,.083,.697,.077,17,1.000,.750,.111,1,0
2009-10,28,TOT,NBA,PF-SF,70,1794,.439,8.8,.774,.573,.054,.022,.124,.226,.481,.528,.118,.429,.436,.296,.573,.041,13,1.000,.423,.267,1,0
2009-10,28,NYK,NBA,PF,52,1462,.443,9.7,.730,.552,.039,.017,.122,.270,.488,.520,.222,.750,.393,.323,.573,.052,12,1.000,.419,.308,1,0
2009-10,28,HOU,NBA,SF,18,332,.429,6.5,.893,.631,.095,.036,.131,.107,.467,.547,.000,.000,.545,.111,.571,.012,1,1.000,.444,.000,0,0
2010-11,29,TOT,NBA,PF,42,601,.349,7.4,.895,.593,.116,.047,.140,.105,.364,.529,.000,.000,.083,.222,.429,.058,5,.500,.222,.500,0,0
2010-11,29,HOU,NBA,PF,18,138,.306,8.7,.833,.500,.194,.028,.111,.167,.333,.556,.000,.000,.000,.167,.200,.000,0,.000,.000,,0,0
2010-11,29,NYK,NBA,PF,24,463,.380,6.4,.940,.660,.060,.060,.160,.060,.383,.515,.000,.000,.125,.333,.556,.100,5,1.000,.667,.500,0,0
2011-12,30,NYK,NBA,PF,39,729,.410,7.8,.889,.556,.139,.028,.167,.111,.438,.538,.150,.250,.375,.188,.625,.049,6,1.000,.875,.214,0,0
2012-13,31,POR,NBA,PF,38,350,.296,9.2,.963,.500,.111,.019,.333,.037,.308,.444,.167,.000,.167,.000,.438,.037,2,,.000,,1,0
