Season,Team,Lg,Salary
2010-11,Detroit Pistons,NBA,"$2,798,040"
2011-12,Detroit Pistons,NBA,"$3,007,920"
2012-13,Detroit Pistons,NBA,"$3,217,680"
2013-14,Detroit Pistons,NBA,"$4,086,454"
2014-15,Detroit Pistons,NBA,"$5,479,934"
2015-16,Milwaukee Bucks,NBA,"$16,400,000"
