Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,27,DAL,NBA,SF,5,109,,1%,49%,50%,,-2.2,-5.6,2,2,1,7,,0,0,4,3,0,2
2004-05,28,WAS,NBA,PF,10,380,,,25%,75%,,2.8,26.6,4,5,7,12,,6,0,25,11,1,3
2005-06,29,WAS,NBA,SF,6,253,,,47%,53%,,3.1,16.4,5,4,2,15,,1,0,41,11,1,5
2006-07,30,WAS,NBA,PF,4,173,,,34%,65%,,-10.2,-4.0,1,2,4,7,,3,0,12,13,4,4
2007-08,31,WAS,NBA,PF,6,237,,,6%,94%,,-12.4,-45.4,5,4,1,15,,0,0,14,12,2,8
2009-10,33,CLE,NBA,PF,11,375,,,19%,81%,,5.0,11.7,7,4,7,20,,4,0,32,18,5,9
2012-13,36,LAL,NBA,PF,4,79,,,74%,26%,,-29.8,-15.9,0,3,0,5,1,0,0,2,2,0,2
