Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,28,WAS,NBA,PF,1,0,13:00,2,5,.400,1,1,1.000,0,0,,1,4,1,0,0,0,0,5
2007-08,31,WAS,NBA,PF,1,0,12:12,1,3,.333,0,2,.000,0,0,,0,1,0,0,1,2,0,2
