Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1998-99,22,GSW,NBA,SF,47,1058,16.6,.487,.025,.388,12.9,17.6,15.2,5.9,1.9,1.1,12.8,22.2,,0.9,1.4,2.3,.105,,-1.1,0.0,-1.1,0.2
1999-00,23,GSW,NBA,SF,43,1556,16.7,.496,.009,.275,10.9,13.5,12.1,10.9,1.0,0.7,11.8,26.0,,1.1,0.3,1.4,.043,,0.2,-2.1,-1.9,0.1
2000-01,24,GSW,NBA,SF,82,3394,19.0,.499,.113,.295,8.1,14.8,11.2,9.5,1.7,0.6,8.9,27.9,,5.4,1.3,6.7,.094,,2.1,-2.1,0.0,1.7
2001-02,25,GSW,NBA,SF,82,3033,17.1,.516,.153,.320,7.3,12.5,9.8,9.6,1.2,1.0,9.3,24.0,,5.6,0.8,6.4,.101,,1.8,-2.0,-0.2,1.4
2002-03,26,GSW,NBA,SF,82,3226,19.0,.542,.142,.323,6.5,12.5,9.5,8.6,1.2,0.9,9.5,24.5,,8.2,0.3,8.5,.126,,2.7,-2.4,0.3,1.9
2003-04,27,DAL,NBA,SF,82,2376,21.2,.581,.044,.322,10.4,13.5,11.9,4.7,1.8,0.9,7.2,20.7,,8.1,1.0,9.0,.183,,3.4,-1.9,1.4,2.1
2004-05,28,WAS,NBA,PF,68,2605,16.9,.506,.175,.249,6.7,16.1,11.2,10.7,1.1,0.5,8.2,24.1,,3.8,1.7,5.4,.100,,0.6,-1.8,-1.2,0.5
2005-06,29,WAS,NBA,SF,82,3288,17.7,.518,.250,.199,5.7,21.8,13.5,8.7,1.4,0.3,7.8,23.9,,4.9,3.2,8.2,.119,,1.0,-1.0,0.0,1.6
2006-07,30,WAS,NBA,PF,70,2662,18.4,.545,.333,.270,5.6,19.0,12.1,8.8,1.5,1.0,7.5,22.8,,5.2,1.6,6.8,.123,,2.4,-1.5,0.9,1.9
2007-08,31,WAS,NBA,PF,79,3061,20.3,.525,.250,.309,8.0,23.3,15.4,7.2,1.9,0.9,6.6,25.9,,6.0,3.2,9.2,.144,,1.8,-1.4,0.3,1.8
2008-09,32,WAS,NBA,PF,81,3096,20.6,.549,.221,.314,7.2,20.5,13.7,9.1,1.6,0.7,7.1,25.9,,6.6,1.6,8.1,.126,,2.8,-2.1,0.7,2.1
2009-10,33,TOT,NBA,PF,66,2406,17.3,.529,.238,.290,6.6,20.1,13.4,6.1,1.5,0.7,7.2,23.9,,3.0,2.8,5.8,.115,,0.6,-1.1,-0.5,0.9
2009-10,33,WAS,NBA,PF,41,1595,17.5,.528,.240,.310,7.0,19.3,13.1,5.8,1.4,0.4,7.1,24.3,,2.3,1.4,3.7,.112,,1.2,-1.7,-0.5,0.6
2009-10,33,CLE,NBA,PF,25,811,16.7,.530,.235,.247,5.7,21.8,14.2,6.8,1.8,1.1,7.5,23.1,,0.7,1.4,2.1,.122,,-0.5,-0.1,-0.6,0.3
2010-11,34,CLE,NBA,PF,56,1842,16.8,.516,.300,.267,5.2,18.5,11.7,9.6,1.4,1.2,7.3,26.0,,1.5,1.1,2.6,.067,,0.8,-1.7,-0.9,0.5
2011-12,35,CLE,NBA,PF,65,2151,16.1,.481,.256,.260,6.3,15.7,10.8,11.9,1.2,1.5,7.2,26.2,,2.1,1.0,3.1,.070,,0.7,-1.8,-1.1,0.5
2012-13,36,LAL,NBA,PF,76,1636,15.3,.561,.405,.237,7.5,16.6,12.2,5.0,0.9,1.0,7.7,18.7,,3.0,1.3,4.3,.126,,0.7,-1.8,-1.1,0.4
2013-14,37,LAC,NBA,PF,22,248,7.8,.408,.446,.272,4.2,19.9,12.3,4.1,1.8,0.9,6.4,19.6,,-0.3,0.4,0.1,.019,,-4.6,-1.4,-6.0,-0.2
