Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,24,GSW,NBA,SF,82,3394,,1%,42%,56%,1%,-8.4,+8.9,81,65,53,101,,33,,352,211,53,98
2001-02,25,GSW,NBA,SF,82,3033,,,74%,25%,1%,-6.3,-1.8,66,49,46,85,,27,,348,159,44,80
2002-03,26,GSW,NBA,SF,82,3226,,3%,84%,12%,,-2.1,-5.3,73,61,43,101,,25,,351,170,35,64
2003-04,27,DAL,NBA,SF,82,2376,,2%,72%,26%,1%,+5.7,+2.1,46,19,16,92,,11,,162,122,23,62
2004-05,28,WAS,NBA,PF,68,2605,,,31%,68%,1%,+2.0,+6.7,55,39,24,74,,16,,349,112,31,45
2005-06,29,WAS,NBA,SF,82,3288,,1%,53%,45%,1%,+3.4,+8.3,60,47,30,122,,17,,360,109,31,65
2006-07,30,WAS,NBA,PF,70,2662,,,14%,79%,7%,+0.7,+4.7,42,35,27,118,,16,,313,128,35,50
2007-08,31,WAS,NBA,PF,79,3061,,,31%,69%,1%,+2.7,+14.0,50,36,27,106,,12,,283,200,50,64
2008-09,32,WAS,NBA,PF,81,3096,,5%,11%,84%,,-8.2,+0.3,60,35,30,138,,15,,338,209,52,63
2009-10,33,TOT,NBA,PF,66,2406,,1%,12%,86%,,+0.5,-0.5,36,32,23,0,,0,,193,0,32,55
2009-10,33,WAS,NBA,PF,41,1595,,,8%,92%,,-3.8,+2.9,24,22,15,67,,14,,120,96,18,31
2009-10,33,CLE,NBA,PF,25,811,,3%,21%,76%,,+9.1,+2.1,12,10,8,43,,3,,73,34,14,24
2010-11,34,CLE,NBA,PF,56,1842,,,4%,95%,2%,-10.1,-1.1,42,20,15,85,,11,,219,93,26,30
2011-12,35,CLE,NBA,PF,65,2151,,,21%,72%,6%,-7.3,+0.5,39,29,22,90,,12,,296,114,26,52
2012-13,36,LAL,NBA,PF,76,1636,,1%,33%,64%,2%,+1.6,-0.0,32,10,11,76,,5,1,115,60,15,30
2013-14,37,LAC,NBA,PF,22,248,,,,99%,1%,+11.6,+4.8,2,1,4,18,0,1,1,18,11,2,3
