Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,375,9357,,,,,100%,-2.8,-3.2,133,137,366,430,0,146,0,632,239,45,199
3 seasons,,LAC,NBA,,198,6064,,,,,100%,-4.4,-4.1,99,102,241,248,0,105,0,447,182,27,136
3 seasons,,MIN,NBA,,137,2892,,,,,100%,+1.6,-0.8,27,29,107,197,0,50,0,161,73,17,58
2 seasons,,BOS,NBA,,40,401,,,,,100%,-10.1,-7.4,7,6,18,33,0,9,0,24,6,1,5
