Player,Sim,1,2,3
Mason Plumlee,,6.1,4.8,4.7
Scott Wedman,97.7,6.0,4.9,4.8
M.L. Carr,96.0,5.9,4.5,4.5
Lonnie Shelton,95.7,5.9,5.1,4.6
Goo Kennedy,94.5,5.7,5.0,4.5
Maurice Stokes,94.0,6.0,5.5,4.5
Christian Laettner,93.8,6.2,5.0,4.1
Jack Coleman,93.3,6.5,5.0,4.3
Dino Radja,92.9,5.9,4.5,4.0
Taj Gibson,92.0,5.2,4.7,4.5
Shane Battier,91.4,6.2,5.9,4.8
