Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,285,6532,18.1,.581,.009,.608,10.0,21.8,15.9,13.4,1.8,3.3,16.0,17.9,,11.4,8.2,19.6,.144,,-0.1,2.3,2.2,7.0
2 seasons,,BRK,NBA,,152,3018,18.4,.609,.008,.647,10.5,20.8,15.6,7.4,2.0,3.2,15.3,18.3,,5.5,4.0,9.4,.150,,-0.1,1.6,1.5,2.6
2 seasons,,POR,NBA,,133,3514,17.9,.557,.010,.574,9.6,22.7,16.1,18.5,1.7,3.3,16.7,17.6,,5.9,4.3,10.2,.139,,-0.1,3.0,2.9,4.3
