Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,27,469,,,,1%,99%,-5.3,-5.6,7,19,11,37,4,10,3,134,21,2,18
2 seasons,,BRK,NBA,,16,163,,,,3%,97%,-12.0,-12.9,4,3,5,19,1,4,0,10,11,1,6
1 season,,POR,NBA,,11,306,,,,,100%,-1.8,-1.7,3,16,6,18,3,6,3,124,10,1,12
