Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,181,3016,2%,42%,51%,5%,,+0.9,+0.1,51,23,68,135,6,32,0,357,42,16,45
3 seasons,,NYK,NBA,,120,2143,2%,58%,37%,3%,,+2.4,+2.9,38,17,43,123,0,23,0,256,53,14,32
2 seasons,,BOS,NBA,,37,245,,3%,81%,16%,,-10.9,-19.9,4,4,12,23,0,6,0,37,8,2,5
1 season,,MIA,NBA,,24,628,,1%,89%,10%,,+0.3,+3.6,9,2,13,40,6,8,0,64,5,0,8
