Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2008-09,23,ORL,NBA,SG,77,1939,2%,90%,8%,,,+7.8,-0.1,29,14,26,75,,6,,230,37,8,39
2009-10,24,NJN,NBA,SG,71,2375,3%,91%,6%,,,-9.5,+1.8,42,14,20,77,,4,,268,72,14,42
2010-11,25,HOU,NBA,SG,81,1723,5%,89%,6%,,,+0.6,-2.8,31,16,21,43,,8,,238,46,8,27
2011-12,26,HOU,NBA,SG,58,1757,1%,91%,9%,,,+1.4,+2.4,37,10,17,51,,6,,204,21,6,31
2012-13,27,BOS,NBA,SG,78,1941,3%,83%,14%,,,-1.4,-1.8,41,23,20,55,,4,8,322,27,3,25
2013-14,28,TOT,NBA,SG,79,1973,21%,73%,6%,,,+2.1,+4.9,41,10,21,0,0,0,0,252,0,10,32
2013-14,28,BOS,NBA,SG,30,504,1%,96%,3%,,,-4.2,+1.1,15,1,9,14,2,2,2,74,8,2,10
2013-14,28,MEM,NBA,SG,49,1469,28%,66%,6%,,,+4.3,+3.5,26,9,12,36,2,5,3,178,27,8,22
2014-15,29,MEM,NBA,SG,77,2354,3%,60%,37%,,,+2.2,-2.9,45,17,16,53,8,5,10,336,33,5,18
2015-16,30,TOT,NBA,SG,79,2334,1%,88%,11%,,,+6.5,+4.6,26,25,21,0,0,0,0,315,0,12,27
2015-16,30,MEM,NBA,SG,51,1489,1%,96%,3%,,,+1.2,+5.6,23,13,13,37,2,3,3,170,29,8,18
2015-16,30,CHO,NBA,SG,28,845,,74%,26%,,,+6.5,+4.6,3,12,8,30,1,1,1,145,13,4,9
2016-17,31,NYK,NBA,SG,46,1438,3%,90%,7%,,,-4.5,-3.9,6,22,0,38,5,0,2,214,15,4,9
