Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2008-09,23,ORL,NBA,SG,77,1939,.450,14.5,.624,.291,.046,.085,.202,.376,.478,.611,.400,.304,.376,.404,.534,.043,20,.963,.473,.448,0,0
2009-10,24,NJN,NBA,SG,71,2375,.436,13.9,.710,.275,.065,.133,.237,.290,.476,.610,.220,.388,.440,.338,.492,.026,17,.974,.511,.365,3,1
2010-11,25,HOU,NBA,SG,81,1723,.439,14.5,.698,.233,.123,.104,.238,.302,.453,.634,.338,.450,.336,.408,.522,.040,21,.972,.310,.389,0,0
2011-12,26,HOU,NBA,SG,58,1757,.433,15.7,.626,.190,.121,.088,.228,.374,.452,.636,.343,.451,.356,.401,.427,.029,13,.977,.465,.495,1,0
2012-13,27,BOS,NBA,SG,78,1941,.464,13.5,.706,.300,.098,.091,.217,.294,.503,.629,.327,.375,.461,.372,.516,.034,16,.966,.545,.447,1,0
2013-14,28,TOT,NBA,SG,79,1973,.480,15.3,.684,.191,.107,.134,.252,.316,.531,.667,.409,.451,.523,.371,.498,.011,6,.917,.361,.371,2,0
2013-14,28,BOS,NBA,SG,30,504,.492,15.1,.716,.219,.093,.126,.279,.284,.511,.575,.412,.565,.471,.442,.463,.011,2,.783,.327,.471,2,0
2013-14,28,MEM,NBA,SG,49,1469,.476,15.4,.671,.179,.114,.137,.241,.329,.540,.714,.408,.407,.548,.345,.513,.012,4,.980,.373,.340,0,0
2014-15,29,MEM,NBA,SG,77,2354,.448,16.2,.652,.156,.103,.145,.249,.348,.473,.650,.273,.452,.456,.402,.601,.002,1,.989,.353,.392,2,0
2015-16,30,TOT,NBA,SG,79,2334,.454,15.2,.660,.191,.091,.136,.243,.340,.493,.607,.466,.414,.458,.378,.606,.006,3,1.000,.369,.325,1,0
2015-16,30,MEM,NBA,SG,51,1489,.458,15.0,.671,.172,.105,.153,.241,.329,.502,.597,.568,.406,.465,.370,.631,.010,3,1.000,.399,.255,0,0
2015-16,30,CHO,NBA,SG,28,845,.445,15.5,.641,.227,.064,.105,.245,.359,.475,.620,.143,.435,.444,.392,.552,.000,0,1.000,.316,.480,1,0
2016-17,31,NYK,NBA,SG,46,1438,.445,16.1,.600,.153,.123,.135,.200,.400,.467,.607,.408,.444,.388,.413,.571,.013,5,.879,.388,.468,0,0
