Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,358,10442,.415,15.7,.693,.156,.125,.143,.269,.307,.423,.531,.373,.429,.381,.396,.459,.007,19,.935,.460,.417,10,0
2 seasons,,HOU,NBA,,104,4109,.423,18.1,.533,.102,.093,.112,.227,.467,.450,.430,.409,.523,.440,.391,.468,.003,4,.963,.478,.413,5,0
2 seasons,,PHO,NBA,,67,1417,.393,19.8,.507,.077,.049,.079,.301,.493,.396,.485,.190,.294,.434,.389,.465,.000,0,.878,.436,.370,1,0
1 season,,SAC,NBA,,63,1309,.442,12.0,.846,.284,.165,.134,.264,.154,.440,.557,.434,.371,.352,.451,.488,.011,4,.906,.606,.558,3,0
1 season,,MIA,NBA,,55,1825,.442,13.8,.849,.182,.126,.214,.327,.151,.438,.602,.382,.452,.358,.469,.410,.019,8,.947,.420,.500,0,0
1 season,,CLE,NBA,,39,1140,.390,12.3,.899,.205,.207,.190,.296,.101,.408,.565,.407,.367,.325,.238,.520,.010,3,1.000,.310,.154,0,0
1 season,,ATL,NBA,,17,550,.355,13.0,.825,.184,.212,.203,.226,.175,.341,.550,.174,.409,.265,.421,.328,.005,0,.813,.342,.462,1,0
1 season,,LAL,NBA,,13,92,.290,18.9,.645,.065,.097,.065,.419,.355,.250,.500,.667,.000,.154,.364,.600,.000,0,1.000,.364,.250,0,0
