Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,30,TOT,NBA,SF,56,1690,,63%,35%,2%,,-8.6,-4.2,71,27,32,0,,0,,347,0,4,40
2000-01,30,ATL,NBA,SF,17,550,,57%,43%,,,-12.1,-7.3,26,8,14,18,,5,,109,24,1,19
2000-01,30,CLE,NBA,SF,39,1140,,66%,31%,2%,,-7.0,-3.1,45,19,18,52,,7,,238,28,3,21
2001-02,31,MIA,NBA,SF,55,1825,,10%,88%,2%,,-0.2,+2.9,55,29,22,81,,12,,298,21,6,31
2002-03,32,SAC,NBA,SF,63,1309,1%,51%,48%,,,+2.3,-6.4,46,14,20,59,,10,,272,29,13,31
2003-04,33,HOU,NBA,SF,80,3119,,15%,85%,1%,,+2.6,+3.0,106,32,37,112,,17,,488,28,4,39
2004-05,34,TOT,NBA,SF,64,1987,8%,75%,17%,,,+0.4,-7.8,63,33,19,0,,0,,411,0,4,17
2004-05,34,HOU,NBA,SF,24,990,1%,95%,4%,,,+0.7,-5.5,27,18,11,34,,5,,189,10,3,6
2004-05,34,PHO,NBA,SF,40,997,15%,55%,29%,,,+0.2,-9.9,36,15,8,63,,2,,222,9,1,11
2005-06,35,TOT,NBA,SF,40,512,1%,31%,68%,,,+0.7,-3.8,27,2,6,0,,0,,80,0,0,5
2005-06,35,PHO,NBA,SF,27,420,1%,30%,68%,,,+3.1,-3.2,22,2,6,25,,2,,72,4,0,5
2005-06,35,LAL,NBA,SF,13,92,,34%,66%,,,-10.5,-13.3,5,0,0,5,,0,,8,0,0,0
