Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,885,29067,13.5,.511,.215,.236,4.4,11.5,8.0,16.8,1.3,0.5,14.9,22.0,,16.3,19.6,35.8,.059,,0.1,-0.8,-0.7,9.6
5 seasons,,DAL,NBA,,289,10482,15.7,.520,.148,.296,5.7,9.2,7.4,18.1,1.3,0.6,14.3,25.6,,8.9,3.2,12.1,.055,,0.8,-1.8,-1.0,2.8
2 seasons,,HOU,NBA,,104,4109,11.8,.540,.467,.135,1.9,14.8,8.6,13.2,1.4,0.4,15.6,17.2,,2.6,5.6,8.2,.096,,0.2,1.2,1.4,3.5
2 seasons,,ATL,NBA,,96,3317,14.1,.493,.235,.205,3.9,11.8,7.8,14.7,1.2,0.3,12.8,24.3,,2.1,1.1,3.2,.046,,0.6,-1.7,-1.1,0.7
2 seasons,,PHO,NBA,,67,1417,8.9,.507,.493,.089,2.7,13.5,8.3,12.4,0.8,0.5,16.7,16.6,,0.0,1.0,1.0,.033,,-1.4,-0.7,-2.1,0.0
1 season,,SAC,NBA,,63,1309,12.4,.501,.154,.119,7.2,13.8,10.7,13.6,1.2,0.2,14.1,19.1,,0.8,1.7,2.5,.090,,-1.2,-0.1,-1.3,0.2
1 season,,MIA,NBA,,55,1825,11.3,.511,.151,.162,3.5,15.0,9.3,13.4,1.3,0.6,15.5,17.8,,0.3,2.5,2.8,.073,,-1.7,1.3,-0.4,0.7
1 season,,POR,NBA,,49,1175,13.1,.499,.243,.273,3.7,11.7,7.8,18.5,2.0,0.4,16.5,19.3,,0.9,1.6,2.5,.101,,-0.5,0.6,0.1,0.6
1 season,,PHI,NBA,,48,1788,13.1,.545,.209,.288,4.4,10.2,7.3,21.5,1.2,0.2,19.4,18.8,,1.4,0.9,2.3,.062,,0.6,-1.0,-0.4,0.7
1 season,,CLE,NBA,,39,1140,9.7,.443,.101,.202,3.7,11.1,7.4,16.9,1.6,0.4,15.4,21.2,,-0.8,0.6,-0.2,-0.010,,-2.3,-1.0,-3.3,-0.4
1 season,,GSW,NBA,,31,1258,13.2,.466,.138,.224,5.0,9.8,7.3,23.5,1.6,0.1,15.8,25.9,,-0.6,0.8,0.2,.007,,-0.2,-0.6,-0.9,0.4
1 season,,NJN,NBA,,31,1155,15.0,.518,.245,.277,4.5,13.2,8.6,23.2,1.3,1.1,17.0,22.0,,1.1,0.5,1.6,.066,,0.7,-0.7,0.0,0.6
1 season,,LAL,NBA,,13,92,2.1,.355,.355,.000,0.0,15.3,7.7,6.6,1.1,0.0,13.9,17.8,,-0.2,0.1,-0.2,-0.089,,-8.1,-2.6,-10.7,-0.2
