Player,Sim,1,2,3,4,5,6
Ronald Dupree,,1.0,0.5,0.3,0.1,0.0,0.0
Cal Bowdler,87.1,1.0,0.5,0.2,,,
Shavlik Randolph,86.2,1.1,0.7,0.4,0.0,0.0,0.0
Tremaine Fowlkes,80.0,1.2,0.5,0.4,0.0,,
Joe Holland,79.0,1.2,0.6,0.2,,,
Jerrod Mustaf,78.3,0.8,0.5,0.4,0.0,,
Maceo Baston,77.0,1.1,0.5,0.4,0.3,,
Viktor Khryapa,75.2,1.3,0.4,0.3,0.0,,
Mark Hendrickson,74.9,0.9,0.8,0.3,0.1,,
Bob Peterson,71.0,0.9,0.4,0.2,,,
Bob Arnzen,70.9,1.0,0.3,0.3,-0.1,,
