Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,14,38,.286,10.9,1.000,.286,.143,.143,.429,.000,.286,1.000,.000,.000,.000,,1.000,.143,1,,,,0,0
1 season,,DET,NBA,,14,38,.286,10.9,1.000,.286,.143,.143,.429,.000,.286,1.000,.000,.000,.000,,1.000,.143,1,,,,0,0
