Player,Sim,1,2,3
Matthew Dellavedova,,3.8,2.1,1.9
Leandro Barbosa,96.3,3.8,1.9,1.8
George Senesky,94.0,3.6,2.3,2.0
Jason Williams,93.9,3.8,2.1,1.5
Dana Barros,91.7,3.6,2.5,1.8
Eddie Jordan,91.4,4.1,2.4,1.9
Rodney Stuckey,91.0,3.8,2.7,2.0
George Dempsey,90.8,3.5,2.1,1.5
Adrian Smith,90.7,3.4,1.9,1.8
Larry Steele,90.3,3.6,1.9,1.6
Quintin Dailey,89.9,3.7,2.6,2.1
