Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,40,7,738,5.2,15.1,.348,2.3,7.7,.299,2.9,7.4,.398,3.1,4.0,.768,1.0,3.0,4.0,7.8,0.7,0.1,3.5,6.0,15.8,,100,110
2 seasons,,CLE,NBA,,40,7,738,5.2,15.1,.348,2.3,7.7,.299,2.9,7.4,.398,3.1,4.0,.768,1.0,3.0,4.0,7.8,0.7,0.1,3.5,6.0,15.8,,100,110
