Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,3,0,24,5,9,.556,2,3,.667,3,6,.500,.667,3,6,.500,1,2,3,0,0,0,0,3,15
1 season,,DAL,NBA,,3,0,24,5,9,.556,2,3,.667,3,6,.500,.667,3,6,.500,1,2,3,0,0,0,0,3,15
