Player,Sim,1,2,3,4,5
Lance Thomas,,1.7,1.2,1.2,-0.1,-0.4
Russ Schoene,72.3,1.8,1.7,1.3,-0.2,
Keith Lee,71.3,1.9,1.1,0.8,,
Charles Pittman,70.9,1.7,1.5,0.9,0.1,
Cliff Meely,70.4,1.8,1.2,1.0,0.4,0.2
Derrick Brown,67.9,2.3,1.3,1.0,,
Jan Vesely,67.2,1.7,1.6,0.7,,
Ariel Maughan,66.0,1.5,1.2,1.1,1.0,-0.5
Hank Whitney,65.8,1.8,1.1,0.5,,
Thomas Robinson,65.4,1.6,1.5,0.6,-0.1,
Terry Driscoll,65.2,1.7,1.7,1.5,0.3,0.0
