Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2002-03,25,TOT,NBA,SG-SF,76,2148,12.1,.529,.310,.228,1.9,10.8,6.3,10.8,1.3,0.3,14.1,21.5,,0.9,0.7,1.6,.036,,-0.7,-2.3,-3.0,-0.6
2002-03,25,MEM,NBA,SG,49,1187,10.8,.522,.272,.224,1.7,8.4,5.1,10.0,1.0,0.3,15.2,23.5,,-0.1,0.0,0.0,-0.002,,-1.5,-3.3,-4.8,-0.8
2002-03,25,ORL,NBA,SF,27,961,13.6,.540,.366,.234,2.1,13.7,7.7,11.7,1.6,0.2,12.5,19.1,,1.0,0.7,1.7,.083,,0.2,-1.1,-0.8,0.3
2003-04,26,TOT,NBA,SF-SG,73,2041,13.2,.521,.210,.218,2.9,10.2,6.4,10.9,1.5,0.6,11.5,20.1,,2.2,0.2,2.4,.056,,-0.1,-2.3,-2.5,-0.2
2003-04,26,ORL,NBA,SF,48,1435,11.9,.528,.265,.190,2.9,10.3,6.5,9.3,1.5,0.5,12.0,16.6,,1.4,-0.2,1.2,.040,,-0.3,-2.0,-2.3,-0.1
2003-04,26,UTA,NBA,SG,25,606,16.4,.511,.131,.259,2.8,10.0,6.3,14.8,1.4,0.7,10.8,28.5,,0.9,0.4,1.2,.096,,0.3,-3.2,-2.9,-0.1
2004-05,27,UTA,NBA,SG,81,1660,12.9,.516,.166,.217,1.8,12.1,6.8,15.2,1.5,0.6,11.5,21.7,,1.1,0.7,1.8,.053,,-0.8,-2.0,-2.8,-0.3
2005-06,28,UTA,NBA,SG,37,956,8.7,.482,.154,.149,1.9,7.0,4.4,12.8,0.9,0.3,13.4,22.8,,-0.6,0.4,-0.2,-0.010,,-3.0,-3.3,-6.3,-1.0
2006-07,29,UTA,NBA,SG,61,1188,11.3,.566,.320,.228,2.5,10.7,6.6,8.5,1.2,0.3,13.2,18.2,,1.1,0.8,1.9,.076,,-0.4,-1.7,-2.0,0.0
2007-08,30,TOT,NBA,SG,56,831,9.8,.518,.328,.086,2.4,10.8,6.7,11.0,1.5,0.4,14.2,19.7,,-0.1,0.6,0.5,.029,,-1.9,-1.6,-3.5,-0.3
2007-08,30,UTA,NBA,SG,22,279,7.0,.464,.333,.010,2.7,10.9,6.8,8.4,2.4,0.3,17.0,19.8,,-0.4,0.3,-0.1,-0.022,,-3.7,-1.0,-4.7,-0.2
2007-08,30,PHI,NBA,SG,12,110,6.7,.416,.366,.195,1.1,14.2,7.6,15.3,1.4,0.7,15.2,21.5,,-0.2,0.1,-0.1,-0.028,,-4.9,-1.7,-6.6,-0.1
2007-08,30,PHO,NBA,SG,22,442,12.3,.580,.314,.107,2.5,9.9,6.5,11.7,0.9,0.3,12.1,19.2,,0.5,0.2,0.7,.076,,0.0,-2.0,-2.0,0.0
