Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,715,78,12000,4.7,9.6,.493,0.0,0.0,.063,4.7,9.5,.495,2.9,4.0,.740,3.0,5.3,8.4,1.5,0.8,1.6,2.0,5.2,12.4
5 seasons,,NJN,NBA,,336,45,6966,4.7,9.8,.481,0.0,0.0,.125,4.7,9.8,.483,3.0,4.1,.746,3.0,5.2,8.2,1.8,0.8,1.5,2.0,4.9,12.5
2 seasons,,SEA,NBA,,105,11,1215,4.9,10.2,.487,0.0,0.1,.000,4.9,10.1,.490,3.6,4.7,.755,3.0,5.1,8.1,1.1,1.0,1.8,2.4,5.7,13.5
1 season,,WAS,NBA,,81,0,1545,5.5,10.5,.522,0.0,0.1,.000,5.5,10.4,.526,3.4,4.7,.726,3.7,5.8,9.5,1.4,1.0,2.1,1.9,5.5,14.4
2 seasons,,LAC,NBA,,68,12,671,3.0,5.8,.519,0.0,0.1,.000,3.0,5.7,.523,1.7,2.1,.800,2.3,5.6,7.8,0.9,1.0,1.6,1.7,5.4,7.7
2 seasons,,TOR,NBA,,37,7,264,3.4,7.5,.455,0.0,0.0,,3.4,7.5,.455,1.5,1.8,.846,2.0,4.0,6.0,0.4,0.7,0.8,1.5,10.0,8.3
1 season,,NOK,NBA,,34,2,692,4.2,8.2,.516,0.0,0.0,,4.2,8.2,.516,1.8,2.7,.673,3.1,5.6,8.6,0.8,0.7,0.9,1.3,5.7,10.2
1 season,,VAN,NBA,,32,1,553,5.3,9.3,.573,0.0,0.1,.000,5.3,9.2,.577,2.1,3.2,.673,3.9,5.1,9.0,1.0,1.0,1.7,1.8,4.7,12.8
1 season,,MIL,NBA,,15,0,72,4.0,12.0,.333,0.0,0.5,.000,4.0,11.5,.348,4.0,6.0,.667,2.5,7.0,9.5,0.0,1.0,3.0,3.5,7.0,12.0
1 season,,UTA,NBA,,6,0,12,6.0,24.0,.250,0.0,0.0,,6.0,24.0,.250,0.0,3.0,.000,3.0,6.0,9.0,3.0,0.0,0.0,3.0,12.0,12.0
1 season,,DEN,NBA,,1,0,10,10.8,18.0,.600,0.0,0.0,,10.8,18.0,.600,0.0,0.0,,7.2,10.8,18.0,0.0,0.0,10.8,14.4,0.0,21.6
