Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1993-94,22,UTA,NBA,PF,6,12,-7.0,.237,.000,.125,9.8,19.0,14.4,13.0,0.0,0.0,10.6,34.8,,-0.1,0.0,-0.1,-0.327,,-13.7,-4.3,-18.0,0.0
1994-95,23,MIL,NBA,PF,15,72,7.0,.410,.042,.500,8.1,24.1,15.9,0.0,1.4,6.2,19.3,22.3,,-0.2,0.1,-0.1,-0.067,,-11.8,-2.9,-14.7,-0.2
1996-97,25,TOT,NBA,PF-C,33,563,16.4,.599,.007,.331,12.6,16.9,14.7,4.7,1.5,3.9,15.9,16.6,,0.7,0.4,1.1,.098,,-1.7,-0.4,-2.0,0.0
1996-97,25,DEN,NBA,C,1,10,19.1,.600,.000,.000,23.1,33.8,28.5,0.0,0.0,20.5,44.4,40.2,,-0.1,0.0,-0.1,-0.281,,-17.9,1.2,-16.8,0.0
1996-97,25,VAN,NBA,PF,32,553,16.4,.599,.007,.343,12.4,16.6,14.5,4.8,1.6,3.6,14.5,16.2,,0.8,0.4,1.2,.104,,-1.4,-0.4,-1.8,0.0
1997-98,26,SEA,NBA,PF,65,757,13.4,.575,.005,.386,7.7,15.4,11.6,3.0,1.3,3.8,16.3,18.8,,0.7,1.0,1.7,.105,,-3.4,-0.5,-3.8,-0.4
1998-99,27,SEA,NBA,PF,40,458,15.2,.508,.008,.602,13.4,18.9,16.1,7.8,1.6,3.9,16.2,18.4,,0.6,0.4,1.1,.110,,-2.2,0.4,-1.8,0.0
1999-00,28,WAS,NBA,PF,81,1545,17.7,.572,.007,.447,11.7,18.9,15.2,6.2,1.4,4.3,12.9,17.8,,3.2,1.6,4.8,.150,,0.3,1.2,1.5,1.4
2000-01,29,NJN,NBA,PF,82,2336,15.1,.533,.003,.477,10.1,19.2,14.5,6.5,1.3,3.6,14.4,17.8,,2.9,2.3,5.2,.107,,-1.5,0.9,-0.5,0.9
2001-02,30,NJN,NBA,PF,82,1546,15.2,.568,.005,.424,8.3,16.4,12.3,8.1,1.0,3.5,13.2,17.4,,2.4,2.5,5.0,.154,,-1.3,1.3,0.1,0.8
2002-03,31,NJN,NBA,C,81,1597,11.9,.504,.002,.296,9.8,13.9,11.8,9.0,0.9,2.7,14.6,16.4,,1.2,2.4,3.7,.110,,-2.3,1.3,-1.0,0.4
2003-04,32,NJN,NBA,C,72,1337,13.2,.549,.009,.453,8.9,17.0,13.0,10.4,1.4,2.7,17.8,17.5,,1.1,2.3,3.4,.122,,-2.4,1.6,-0.9,0.4
2004-05,33,TOT,NBA,C,42,315,5.9,.518,.000,.270,6.2,16.3,11.1,4.2,0.8,2.0,19.4,12.9,,-0.1,0.3,0.3,.039,,-5.7,-0.3,-6.0,-0.3
2004-05,33,NJN,NBA,C,19,150,8.9,.589,.000,.370,5.5,19.5,12.4,6.7,1.4,2.7,25.9,13.3,,0.0,0.2,0.2,.073,,-5.8,1.5,-4.3,-0.1
2004-05,33,TOR,NBA,C,23,165,3.3,.461,.000,.194,6.7,13.3,9.9,1.9,0.3,1.3,13.3,12.5,,0.0,0.1,0.0,.008,,-5.6,-1.9,-7.5,-0.2
2005-06,34,TOT,NBA,C,48,791,11.6,.551,.000,.330,9.4,18.2,13.6,3.6,1.2,2.2,13.0,13.7,,0.8,0.8,1.6,.096,,-2.2,0.2,-2.0,0.0
2005-06,34,TOR,NBA,C,14,99,7.2,.578,.000,.316,5.9,12.9,9.3,1.5,2.1,2.4,18.8,12.4,,0.0,0.1,0.1,.048,,-3.6,-0.5,-4.2,-0.1
2005-06,34,NOK,NBA,C,34,692,12.2,.548,.000,.331,9.9,18.9,14.3,3.9,1.0,2.1,12.2,13.8,,0.8,0.7,1.5,.103,,-2.0,0.3,-1.7,0.1
2006-07,35,LAC,NBA,PF,38,374,9.4,.606,.019,.415,8.7,18.4,13.6,2.9,1.0,2.9,22.3,10.0,,0.2,0.4,0.7,.089,,-3.6,0.4,-3.2,-0.1
2007-08,36,LAC,NBA,C,30,297,10.3,.540,.000,.327,5.8,18.0,11.9,4.9,2.1,3.8,17.1,11.8,,0.0,0.4,0.4,.072,,-4.7,2.4,-2.3,0.0
