Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,715,78,12000,6.9,14.0,.493,0.0,0.1,.063,6.9,13.9,.495,4.3,5.8,.740,4.5,7.8,12.3,2.1,1.2,2.4,2.9,7.7,18.1,,107,102
5 seasons,,NJN,NBA,,336,45,6966,6.9,14.3,.481,0.0,0.1,.125,6.9,14.3,.483,4.5,6.0,.746,4.3,7.7,12.0,2.6,1.2,2.2,3.0,7.2,18.3,,105,101
2 seasons,,SEA,NBA,,105,11,1215,7.4,15.1,.487,0.0,0.1,.000,7.4,15.0,.490,5.3,7.0,.755,4.5,7.6,12.1,1.6,1.5,2.7,3.5,8.5,20.0,,105,103
1 season,,WAS,NBA,,81,0,1545,7.9,15.1,.522,0.0,0.1,.000,7.9,15.0,.526,4.9,6.7,.726,5.3,8.4,13.7,1.9,1.4,3.1,2.7,7.8,20.6,,114,104
2 seasons,,LAC,NBA,,68,12,671,4.4,8.5,.519,0.0,0.1,.000,4.4,8.4,.523,2.5,3.1,.800,3.3,8.1,11.4,1.3,1.5,2.3,2.4,7.8,11.3,,105,105
2 seasons,,TOR,NBA,,37,7,264,4.9,10.9,.455,0.0,0.0,,4.9,10.9,.455,2.2,2.6,.846,3.0,5.7,8.7,0.6,1.0,1.2,2.2,14.4,12.0,,98,111
1 season,,NOK,NBA,,34,2,692,6.3,12.2,.516,0.0,0.0,,6.3,12.2,.516,2.7,4.1,.673,4.6,8.3,12.9,1.2,1.0,1.4,1.9,8.6,15.4,,111,106
1 season,,VAN,NBA,,32,1,553,8.0,14.0,.573,0.0,0.1,.000,8.0,13.9,.577,3.2,4.8,.673,5.9,7.7,13.5,1.5,1.6,2.6,2.7,7.1,19.3,,113,110
1 season,,MIL,NBA,,15,0,72,5.8,17.3,.333,0.0,0.7,.000,5.8,16.5,.348,5.8,8.6,.667,3.6,10.1,13.7,0.0,1.4,4.3,5.0,10.1,17.3,,78,105
1 season,,UTA,NBA,,6,0,12,8.6,34.4,.250,0.0,0.0,,8.6,34.4,.250,0.0,4.3,.000,4.3,8.6,12.9,4.3,0.0,0.0,4.3,17.2,17.2,,58,106
1 season,,DEN,NBA,,1,0,10,15.6,26.0,.600,0.0,0.0,,15.6,26.0,.600,0.0,0.0,,10.4,15.6,26.0,0.0,0.0,15.6,20.8,0.0,31.2,,64,94
