Player,Sim,1,2,3,4,5,6,7
Michael Kidd-Gilchrist,,3.8,3.1,2.1,0.6,,,
Collis Jones,89.0,4.2,3.2,2.1,1.2,,,
Mike Jackson,88.6,3.4,3.1,2.4,0.2,,,
Reggie Johnson,87.6,3.9,3.0,2.4,1.6,,,
Don Collins,86.9,3.5,3.4,2.6,0.9,0.0,0.0,
Derrek Dickey,86.9,3.8,3.1,2.3,1.7,0.3,,
Terrence Ross,85.9,4.2,3.6,2.4,0.9,,,
Eddie Griffin,85.8,3.9,3.2,2.4,1.5,-0.2,,
Bill Garnett,85.6,3.9,3.5,2.0,1.5,,,
John Henson,84.4,3.6,3.3,2.3,1.9,,,
Ime Udoka,84.3,3.9,2.8,1.3,0.8,0.0,0.0,0.0
