Player,Sim,1,2,3,4
Michael Kidd-Gilchrist,,3.8,3.1,2.1,0.6
Bill Bridges,93.5,3.9,3.1,2.6,0.6
Joe Caldwell,92.0,3.7,3.3,2.0,0.3
Tom McMillen,92.0,3.9,2.9,2.5,0.8
George Johnson,91.9,3.8,2.5,2.2,0.6
Wilson Chandler,91.5,3.9,3.1,2.7,0.5
Derrek Dickey,89.6,3.8,3.1,2.3,1.7
Antoine Carr,89.1,3.8,2.2,2.1,0.7
Richard Washington,89.1,3.9,3.2,2.0,0.0
Collis Jones,89.0,4.2,3.2,2.1,1.2
Stacey King,88.7,3.6,3.1,1.9,1.5
