Season,Team,Lg,Salary
2012-13,Charlotte Bobcats,NBA,"$4,602,720"
2013-14,Charlotte Bobcats,NBA,"$4,809,840"
2014-15,Charlotte Hornets,NBA,"$5,016,960"
2015-16,Charlotte Hornets,NBA,"$6,331,404"
