Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,35,1,335,5.1,16.3,.311,0.8,3.5,.217,4.3,12.8,.337,1.2,1.8,.667,0.8,3.5,4.3,11.7,0.9,0.2,5.1,4.9,12.1,,81,113
1 season,,DAL,NBA,,31,1,292,5.3,15.1,.349,0.9,3.5,.250,4.4,11.6,.379,1.4,2.1,.667,0.9,3.9,4.7,11.1,0.7,0.2,5.4,5.4,12.8,,85,114
1 season,,NOP,NBA,,4,0,43,3.7,24.4,.150,0.0,3.7,.000,3.7,20.8,.176,0.0,0.0,,0.0,1.2,1.2,15.9,2.4,0.0,2.4,1.2,7.3,,61,111
