Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,22,ORL,NBA,PG,79,1612,97%,3%,,,,-4.2,-2.6,68,34,15,77,,7,,522,31,8,39
2005-06,23,ORL,NBA,PG,62,1784,97%,3%,,,,+2.5,+6.6,75,43,30,80,,17,,665,69,17,41
2006-07,24,ORL,NBA,PG,77,2331,99%,1%,,,,-0.4,-3.5,102,38,44,102,,21,,719,68,15,62
2007-08,25,ORL,NBA,PG,69,1961,100%,,,,,+5.8,-0.1,86,28,27,87,,10,,947,54,17,40
2008-09,26,ORL,NBA,PG,42,1309,100%,,,,,+14.5,+10.1,37,25,21,50,,11,,575,29,5,21
2009-10,27,ORL,NBA,PG,65,1860,100%,,,,,+9.4,+2.1,82,33,24,63,,9,,850,38,18,49
2010-11,28,ORL,NBA,PG,76,2319,100%,,,,,+6.9,+1.9,110,50,34,80,,19,,1085,40,10,45
2011-12,29,ORL,NBA,PG,57,1706,100%,,,,,+4.6,+7.9,72,35,28,62,,5,,790,29,6,40
2012-13,30,ORL,NBA,PG,56,1977,99%,1%,,,,-5.0,+5.5,88,46,20,65,,8,2,912,36,9,47
2013-14,31,ORL,NBA,PG,68,2179,100%,,,,,-6.9,-2.4,96,47,23,51,2,5,10,1065,42,8,35
2014-15,32,TOT,NBA,PG,63,1407,87%,13%,,,,-6.7,-6.9,63,30,16,0,0,0,0,579,0,3,20
2014-15,32,DAL,NBA,PG,23,584,99%,1%,,,,+7.3,+4.9,21,9,9,26,5,3,1,226,2,0,4
2014-15,32,BOS,NBA,PG,6,121,100%,,,,,-6.7,-6.9,7,2,0,5,3,0,3,76,4,0,1
2014-15,32,DEN,NBA,PG,34,702,76%,24%,,,,-6.4,-3.1,35,19,7,20,6,4,10,277,8,3,15
2015-16,33,DEN,NBA,PG,39,1036,100%,,,,,-6.3,-4.3,46,14,6,43,7,2,9,440,11,1,11
2016-17,34,DEN,NBA,PG,48,1217,100%,,,,,+1.4,+6.3,12,57,16,55,5,6,12,538,12,2,15
