Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2009-10,21,DET,NBA,SF,69,915,,3%,75%,19%,3%,-8.0,-2.7,26,7,15,70,,5,,73,22,8,11
2010-11,22,DET,NBA,SF,72,1446,,,44%,43%,13%,-4.3,-0.6,22,16,21,98,,8,,179,47,7,22
2011-12,23,DET,NBA,SF,41,603,,1%,51%,45%,3%,-13.0,-9.2,18,11,11,37,,3,,73,18,4,11
2012-13,24,TOT,NBA,SF,55,676,,,71%,21%,8%,+1.7,+1.8,8,6,15,0,,0,0,98,0,4,9
2012-13,24,DET,NBA,SF,24,348,,,95%,5%,,+12.9,+18.9,3,3,7,26,,4,0,52,9,2,4
2012-13,24,MEM,NBA,SF,31,328,,,44%,38%,17%,-10.0,-16.1,5,3,8,23,,2,0,46,6,2,5
2013-14,25,TOT,NBA,SF,22,148,,,29%,35%,37%,+1.4,-4.6,4,0,1,0,0,0,0,17,0,1,1
2013-14,25,TOR,NBA,SF,8,33,,,8%,60%,32%,-23.3,-27.3,0,0,0,2,0,0,0,5,2,1,0
2013-14,25,SAS,NBA,SF,14,115,,,35%,27%,38%,+9.0,+0.8,4,0,1,10,1,0,0,12,2,0,1
2014-15,26,TOT,NBA,SF,34,344,,4%,63%,33%,,+1.3,-4.6,11,5,7,0,0,0,0,37,0,0,2
2014-15,26,SAS,NBA,SF,26,268,,6%,60%,34%,,-5.0,-12.4,9,3,6,17,2,4,1,19,0,0,1
2014-15,26,ATL,NBA,SF,8,76,,,72%,28%,,+1.3,-4.6,2,2,0,6,0,0,0,18,1,0,1
