Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2006-07,26,GSW,NBA,SG,11,428,17.6,.577,.482,.159,6.1,13.5,9.6,9.1,1.6,0.9,11.7,21.3,,0.9,0.2,1.0,.117,,2.0,1.1,3.1,0.5
2009-10,29,PHO,NBA,SG,16,533,22.3,.636,.453,.260,4.1,15.3,9.8,5.5,1.7,0.6,3.9,22.3,,2.0,0.3,2.3,.207,,5.1,0.9,6.1,1.1
2010-11,30,ORL,NBA,SG,5,153,9.7,.459,.490,.157,3.8,11.8,7.8,7.3,1.1,1.1,5.2,17.9,,0.1,0.2,0.3,.100,,0.4,-0.4,0.0,0.1
2011-12,31,ORL,NBA,SG,5,148,12.6,.489,.509,.226,3.1,11.9,7.4,6.9,2.2,1.0,9.3,21.2,,0.0,0.1,0.1,.028,,-1.4,1.6,0.1,0.1
